area,price
142,2544000
251,7104000
257,7297000
87,2483000
105,3266000
342,12344000
89,1856000
108,1901000
230,6702000
202,5881000
207,4673000
156,1492000
156,3690000
79,1000000
256,8600000
80,528000
40,573000
88,733000
98,891000
144,1882000
194,3838000
181,5579000
236,8592000
422,10181000
359,9022000
153,3387000
148,1620000
243,6985000
248,4717000
131,1137000
180,1785000
252,5675000
33,226000
136,1273000
366,10473000
345,11956000
161,4189000
258,3622000
352,9110000
180,3311000
94,683000
140,1189000
141,2807000
135,3735000
204,1550000
263,4024000
386,11446000
181,3030000
126,1793000
78,813000
165,3424000
116,3180000
272,7184000
193,5799000
287,6118000
87,1049000
55,338000
374,8163000
279,6157000
443,13876000
202,5795000
223,5967000
149,3072000
230,5272000
316,12633000
109,2667000
124,1735000
33,252000
101,2082000
92,855000
168,3973000
435,14005000
159,2713000
130,4208000
175,4059000
275,3999000
126,2429000
208,6145000
131,2391000
48,1013000
314,6442000
235,6891000
164,3568000
87,605000
170,1281000
117,2301000
81,564000
153,2081000
160,1947000
122,5184000
136,4488000
242,3842000
533,12705000
92,1179000
187,6587000
128,2852000
402,8756000
357,9662000
178,5098000
465,12876000
171,2687000
289,6232000
141,5132000
108,741000
293,8846000
85,716000
90,760000
135,2292000
198,4266000
134,3467000
69,980000
190,5298000
181,3220000
120,1623000
148,1569000
273,8540000
163,4720000
167,3299000
263,6598000
171,3090000
186,4590000
46,1195000
183,5300000
158,1936000
83,847000
170,3585000
123,1067000
372,10482000
83,807000
233,7574000
228,4966000
380,10193000
231,5742000
49,278000
142,934000
125,3255000
105,693000
224,5770000
110,2350000
180,4550000
112,2732000
330,7893000
41,498000
193,2190000
108,2194000
183,3737000
76,421000
212,7239000
96,707000
138,1513000
104,1070000
129,1493000
187,4252000
223,3256000
67,1330000
150,3561000
182,5688000
190,3978000
237,6140000
204,4170000
193,4807000
89,1940000
117,2742000
285,7672000
541,15605000
300,11609000
145,4083000
206,5459000
197,5770000
595,14056000
410,9764000
160,3419000
149,4768000
103,2450000
286,7222000
139,1814000
177,3674000
66,757000
131,2603000
202,4380000
253,5112000
183,1851000
336,7665000
139,1428000
192,3576000
133,2926000
258,10239000
83,1242000
144,2446000
104,925000
366,10732000
253,8068000
209,4953000
195,5304000
132,1083000
195,5171000
319,7307000
228,6807000
296,7435000
185,4148000
33,206000
162,5348000
112,1080000
186,1869000
178,2379000
257,8726000
117,1900000
37,839000
160,2355000
171,3090000
218,7493000
206,5243000
459,12453000
296,5158000
225,1780000
646,20133000
100,1307000
157,1602000
385,9937000
193,4960000
167,3505000
160,3928000
120,4547000
271,7707000
144,1488000
431,14064000
172,3829000
297,6791000
134,2607000
300,9736000
166,3254000
468,9951000
91,1759000
202,4679000
136,644000
63,1183000
152,3228000
486,17424000
201,4810000
166,4809000
260,8102000
137,1468000
37,353000
279,5816000
197,3987000
250,5483000
229,3676000
251,6172000
287,10144000
163,2827000
90,1116000
265,6505000
131,2366000
289,6853000
134,1589000
111,2971000
163,3356000
239,8697000
144,917000
132,1119000
205,5281000
199,4994000
315,7056000
588,16150000
89,876000
305,14829000
80,794000
211,5546000
163,2487000
262,4908000
46,1178000
140,1321000
191,5484000
173,5013000
219,5146000
158,5108000
282,7641000
223,4785000
78,1263000
144,2416000
213,4277000
344,11398000
69,586000
210,5629000
359,11949000
286,8775000
114,1453000
190,1475000
239,4214000
324,10359000
182,5176000
128,1217000
97,927000
262,6929000
114,889000
230,6064000
250,4715000
150,2467000
183,2560000
285,6290000
272,6564000
83,601000
102,2951000
71,427000
114,1287000
137,1149000
127,1074000
150,1168000
167,3144000
282,10171000
127,1950000
537,14291000
38,671000
307,7322000
140,1339000
159,2300000
72,995000
131,1718000
140,2054000
183,2229000
141,1813000
49,806000
56,1471000
240,6712000
271,6925000
64,1567000
120,744000
384,8761000
74,960000
218,4407000
279,6454000
136,1694000
83,1776000
335,11815000
227,5835000
167,1882000
123,698000
42,1046000
365,12707000
340,9576000
232,8445000
266,12923000
129,961000
276,9685000
101,775000
101,1089000
311,9061000
138,3327000
69,1015000
129,1179000
73,1441000
205,2070000
110,2804000
240,6062000
279,3256000
315,6700000
270,8444000
251,5294000
285,6677000
265,7177000
236,5175000
157,1912000
217,5688000
438,12181000
301,5579000
67,590000
132,3685000
202,6358000
297,2863000
135,1287000
178,4371000
120,1986000
51,651000
128,1757000
96,969000
165,1647000
127,963000
211,4551000
226,6442000
168,5581000
164,2590000
126,886000
321,13402000
136,3388000
117,916000
338,14309000
120,893000
135,2545000
160,1218000
63,412000
171,1268000
90,447000
344,11493000
321,10690000
170,2539000
262,7621000
143,3386000
245,5786000
165,5242000
129,1663000
99,2088000
185,3319000
206,1731000
67,1721000
492,6354000
81,2149000
80,1052000
49,680000
324,8650000
145,1238000
151,1560000
37,265000
65,1805000
142,1560000
164,4085000
74,1667000
309,6279000
540,8480000
91,705000
368,6059000
159,1759000
123,2037000
106,2068000
132,3645000
91,548000
150,1308000
154,2281000
116,2943000
218,4650000
221,5425000
101,870000
208,5219000
254,8451000
304,11527000
72,2087000
203,4484000
157,4529000
62,751000
228,5913000
354,12230000
153,1028000
420,11367000
84,724000
115,1656000
251,5695000
160,3650000
206,5180000
98,1412000
152,993000
232,5544000
665,15771000
245,7393000
190,4640000
229,5569000
136,2288000
152,2543000
84,853000
390,9668000
226,5725000
153,2411000
181,2129000
316,6336000
136,2752000
298,5934000
310,7219000
343,10482000
218,2948000
172,2350000
189,5758000
224,8315000
115,2372000
46,1293000
407,9796000
388,15313000
257,7314000
211,4779000
44,565000
452,11820000
130,677000
163,1684000
46,1309000
134,1182000
253,4962000
194,4729000
257,4939000
174,1509000
224,4217000
128,3165000
42,984000
173,2029000
147,1364000
119,1146000
173,1657000
112,2381000
42,997000
78,1862000
519,17629000
155,3835000
363,9050000
279,7441000
239,3652000
81,474000
131,1877000
124,1092000
173,2044000
180,3113000
249,4765000
33,296000
133,2270000
37,611000
268,8100000
165,2678000
103,1124000
129,2100000
325,5889000
274,5407000
143,1264000
241,4871000
391,8300000
72,1694000
162,4009000
183,4195000
144,2916000
56,829000
107,968000
210,6574000
161,6979000
129,2394000
260,5338000
130,1055000
138,4353000
222,3842000
37,859000
186,5038000
175,2801000
56,1643000
186,2514000
215,3935000
187,3844000
191,4916000
123,1818000
242,6014000
378,11332000
203,2185000
197,4815000
148,1950000
184,2176000
248,5646000
139,3255000
66,1711000
112,801000
131,1024000
256,6168000
65,892000
155,4093000
195,4105000
285,6970000
212,5357000
210,4467000
123,1403000
372,8692000
234,7160000
264,7781000
226,6534000
150,1542000
108,1572000
172,4434000
95,3619000
169,3751000
303,6720000
350,11913000
192,5715000
169,2969000
165,3263000
124,3052000
289,6461000
241,6948000
122,888000
181,4667000
272,6069000
108,757000
153,2677000
99,1514000
46,994000
132,3020000
80,1002000
202,3776000
419,8666000
301,5708000
344,6007000
391,13619000
101,1675000
297,7223000
192,5550000
62,371000
157,3344000
275,5203000
231,5785000
171,3339000
372,7162000
95,2876000
557,10994000
97,660000
300,9781000
124,3613000
58,432000
222,5091000
203,4991000
141,3323000
140,1152000
216,4215000
156,1074000
132,1142000
160,2934000
344,9976000
164,5202000
132,2091000
64,1007000
418,9158000
179,5818000
244,6292000
145,4887000
359,6779000
187,2324000
183,3723000
89,1106000
159,4480000
324,8159000
168,4046000
140,1590000
118,2391000
46,1072000
146,5559000
287,8649000
245,4596000
181,2966000
179,5484000
217,4113000
313,7593000
118,3004000
123,3617000
408,11783000
240,5910000
117,981000
114,3103000
202,3877000
153,2216000
172,2613000
181,2566000
149,1596000
141,2619000
181,3644000
157,2678000
197,5011000
223,6261000
33,432000
209,2597000
281,5947000
155,2814000
189,1146000
159,1777000
67,853000
76,536000
253,6527000
147,1447000
342,7925000
125,1898000
186,800000
263,8203000
226,5281000
157,2045000
194,4239000
104,1967000
412,18344000
137,1386000
144,2646000
76,2210000
60,1108000
307,8141000
174,3307000
65,536000
241,4984000
124,1706000
193,3844000
301,12104000
77,1288000
175,4473000
174,3600000
449,19660000
280,8302000
147,1959000
182,4689000
154,1614000
163,3427000
199,1484000
203,3346000
259,5032000
126,1646000
92,566000
296,5367000
75,880000
52,991000
193,3780000
173,1496000
189,2771000
257,6038000
108,1424000
258,10137000
179,2284000
125,2901000
293,8349000
186,4778000
185,4159000
253,6380000
57,1268000
186,2827000
53,352000
124,1298000
203,2400000
493,9974000
152,1518000
141,2557000
93,696000
131,3177000
140,1530000
105,2398000
386,9443000
288,8080000
190,3975000
186,4805000
305,7689000
382,7441000
91,2024000
211,3347000
188,2600000
37,660000
174,6501000
224,3421000
97,573000
121,1348000
278,8924000
137,2437000
304,7438000
121,1076000
127,1698000
220,4630000
406,14259000
181,3129000
134,2152000
238,5748000
285,9151000
232,4331000
223,5302000
118,836000
144,4485000
135,3190000
192,3682000
226,4973000
172,1353000
242,5804000
52,981000
146,3155000
152,3522000
124,2878000
313,8145000
128,2099000
285,4734000
245,5831000
272,7582000
179,3519000
208,4404000
150,2997000
190,3814000
204,4962000
331,10887000
105,1272000
142,4268000
326,8217000
155,1724000
98,2820000
71,537000
83,1002000
155,3245000
465,17238000
140,1425000
159,3300000
243,7273000
125,2970000
42,477000
116,2037000
99,2008000
145,1369000
232,3693000
175,3155000
224,6652000
298,5965000
225,4419000
557,20120000
125,1884000
107,3241000
28,220000
253,9756000
82,2495000
180,956000
232,6178000
130,2448000
154,2403000
272,7932000
106,1201000
137,873000
205,3311000
511,9131000
274,8165000
203,4087000
168,961000
432,9397000
212,3796000
687,22042000
134,3507000
133,3148000
97,589000
195,5275000
193,5601000
255,5965000
78,604000
118,1634000
237,4526000
110,3102000
309,12573000
351,11017000
47,846000
266,5800000
373,10616000
140,1543000
309,8127000
95,558000
127,1483000
426,11958000
260,9696000
279,5170000
481,14358000
83,679000
145,3884000
226,3794000
180,3630000
116,3208000
279,9629000
189,6210000
201,2440000
234,4059000
114,2556000
180,2507000
38,935000
342,6602000
352,7353000
164,4831000
348,8206000
370,10440000
325,8301000
66,1759000
183,4088000
242,7033000
206,5658000
210,6206000
218,5242000
67,312000
172,1777000
133,1520000
83,1486000
153,6991000
81,1698000
259,5311000
312,7538000
135,3133000
206,4055000
324,7728000
174,1972000
33,279000
341,11479000
354,9296000
528,15612000
111,728000
143,1194000
180,4038000
237,4220000
28,150000
37,1066000
52,1057000
213,4936000
355,7399000
54,337000
155,1617000
42,856000
165,4173000
229,4143000
322,13170000
350,7298000
137,2558000
111,1677000
148,4203000
129,2767000
191,3748000
55,473000
258,6214000
124,1651000
188,4493000
205,3186000
399,4659000
115,3269000
234,5782000
88,1330000
193,5169000
168,3235000
245,6957000
45,230000
263,7271000
160,1939000
108,2155000
194,9092000
81,1600000
131,1513000
111,820000
176,1496000
162,4549000
143,2965000
42,277000
218,3832000
74,390000
305,13091000
150,2038000
193,5843000
203,4237000
209,3978000
265,5730000
370,14762000
217,6069000
181,2461000
170,1775000
147,1252000
177,1971000
179,3666000
294,9258000
155,1518000
102,603000
372,11748000
250,7000000
182,5242000
110,3182000
162,4167000
95,1226000
135,1942000
217,3219000
55,596000
232,2484000
39,950000
214,4806000
168,1415000
81,2320000
243,5127000
205,6637000
37,441000
60,1172000
180,1302000
139,1019000
209,5139000
120,1742000
430,11086000
149,1182000
257,5455000
135,960000
126,2100000
255,3255000
37,902000
557,12465000
171,1235000
113,904000
245,5049000
128,828000
196,4601000
161,5244000
99,601000
189,1975000
501,12957000
89,1978000
90,2267000
143,3695000
265,6457000
220,3180000
112,1573000
194,3141000
161,3859000
99,832000
242,4290000
33,304000
252,6536000
349,8166000
125,2907000
110,2287000
140,2475000
188,4775000
100,2201000
213,7785000
179,4188000
145,1680000
134,1896000
152,6049000
159,941000
124,1383000
156,4753000
114,714000
363,12529000
232,6260000
181,2863000
54,503000
265,6429000
204,6363000
78,994000
199,3299000
128,2815000
239,8312000
134,960000
326,11455000
102,739000
123,974000
244,6614000
193,4606000
258,8385000
126,2631000
78,515000
251,7092000
48,1155000
459,20305000
186,5760000
129,2600000
306,12152000
365,11099000
186,4232000
167,4398000
217,5666000
94,765000
446,14294000
92,589000
153,1319000
174,2281000
309,9589000
91,744000
67,1096000
200,3634000
139,1168000
154,1700000
527,11911000
232,6034000
217,4795000
121,1579000
125,1247000
199,6619000
311,6876000
91,1173000
329,5146000
86,1447000
195,6928000
231,6181000
96,1682000
33,256000
361,5737000
236,6309000
224,6724000
189,2895000
155,1553000
122,1179000
186,6319000
78,1887000
375,10131000
227,5915000
204,5435000
335,7745000
61,1478000
150,3420000
93,593000
142,4035000
418,10686000
389,11817000
186,850000
172,3578000
54,517000
42,1161000
139,2815000
196,5995000
274,2657000
237,4224000
145,2874000
144,3141000
388,10378000
129,1374000
319,14421000
182,4306000
140,2138000
206,3402000
37,268000
148,5522000
33,572000
37,277000
80,954000
120,2028000
150,1967000
209,7605000
210,4596000
212,5197000
65,1426000
264,6857000
146,4385000
335,7100000
37,817000
411,12410000
77,1669000
125,1590000
142,944000
138,2939000
169,2823000
232,7588000
264,3641000
185,2119000
213,5922000
157,5001000
222,7971000
238,8608000
287,4704000
112,2583000
289,8108000
213,5903000
225,5441000
223,3871000
146,1830000
47,386000
169,6398000
184,1445000
209,5359000
260,8544000
167,4042000
232,2819000
213,5576000
68,523000
159,1977000
223,5725000
169,2508000
46,1160000
298,9013000
60,1289000
180,3893000
362,8306000
120,2464000
352,6638000
121,2523000
137,4654000
241,7043000
253,5572000
209,2766000
218,7120000
172,4301000
90,820000
211,2034000
225,3407000
128,1677000
176,4427000
198,2832000
98,1177000
240,4725000
143,3981000
120,2540000
149,2634000
49,663000
333,7162000
203,3972000
222,6371000
285,6007000
178,1116000
414,11514000
134,1020000
84,2129000
185,1427000
277,6745000
354,5596000
303,10028000
262,6720000
279,7269000
154,3754000
46,1387000
289,7857000
134,1293000
189,4121000
133,2405000
639,20392000
88,712000
223,2593000
159,3697000
69,1065000
42,375000
242,4900000
220,5798000
180,2608000
87,992000
389,5486000
119,3630000
33,258000
86,1996000
251,9322000
162,3447000
117,1853000
58,1119000
123,1813000
343,8038000
232,3512000
41,296000
179,2177000
372,11494000
133,3243000
42,576000
203,3803000
84,3487000
92,2257000
224,6521000
425,16861000
124,3379000
146,3907000
273,3938000
182,2935000
187,3609000
99,534000
148,3744000
186,1304000
95,799000
171,5011000
152,2129000
319,7318000
110,1103000
198,4255000
106,2404000
299,6847000
132,2877000
109,2159000
236,2501000
495,13645000
220,8630000
340,10700000
120,1490000
275,7525000
39,579000
224,3880000
211,6766000
112,3116000
134,1667000
103,961000
212,1211000
125,1307000
192,1291000
293,6554000
108,641000
38,392000
116,2009000
266,8713000
192,5448000
164,3569000
137,2517000
136,960000
125,1626000
163,1416000
120,1477000
133,2803000
90,657000
95,736000
279,6518000
182,3966000
73,1442000
372,10354000
104,1012000
118,2317000
104,826000
275,8743000
81,2211000
158,1150000
152,2242000
122,3376000
53,977000
154,2391000
66,865000
245,6487000
122,3360000
310,5562000
261,8277000
125,883000
202,5755000
117,1595000
141,1266000
155,3785000
223,4623000
183,1698000
312,3774000
253,8447000
38,711000
79,1010000
188,2001000
162,4283000
304,9675000
197,4572000
99,1425000
214,3905000
287,6590000
153,1894000
295,5681000
195,3792000
465,10626000
256,7174000
154,1202000
279,5325000
689,19056000
234,6710000
268,9914000
152,1305000
87,1923000
42,726000
114,2891000
107,1134000
235,7580000
86,2201000
111,1755000
184,3819000
198,2899000
230,6848000
188,3507000
291,8379000
156,938000
106,2745000
308,9039000
213,3519000
251,5919000
442,7270000
135,1916000
223,6447000
151,1068000
167,3659000
203,3494000
202,3197000
534,13506000
251,9420000
223,4624000
213,5245000
261,7471000
312,9418000
162,1738000
150,882000
224,5081000
175,1749000
251,6133000
92,702000
132,2873000
163,3052000
72,1005000
339,6416000
416,15922000
223,4119000
86,1136000
293,5545000
408,17414000
183,2962000
131,984000
210,3643000
275,6224000
163,1918000
71,941000
129,1640000
99,2851000
139,2146000
225,4173000
310,10633000
221,7986000
332,12324000
111,837000
135,2166000
200,6742000
122,1123000
189,3423000
110,3129000
115,2885000
153,3653000
248,7782000
276,8065000
151,2321000
179,4159000
125,2139000
272,6987000
116,2088000
123,891000
308,8450000
360,8349000
132,4008000
304,6980000
159,2820000
46,725000
234,6341000
46,1260000
108,2560000
215,5329000
360,7426000
140,2009000
135,3780000
186,1588000
162,3079000
158,1950000
171,3360000
120,2938000
259,7859000
142,2910000
213,3932000
58,431000
110,2527000
255,5424000
87,2161000
138,3887000
51,1023000
338,8697000
120,3368000
166,3839000
156,3339000
247,4645000
155,3207000
171,4724000
159,3172000
139,2751000
617,16815000
122,683000
260,7415000
219,2863000
380,13743000
236,6346000
253,9426000
75,1290000
181,3168000
70,1609000
238,4246000
430,8104000
140,950000
157,926000
250,5616000
53,955000
91,1560000
343,7642000
149,4929000
420,6867000
253,5760000
743,22555000
106,715000
83,900000
65,2030000
89,1824000
166,4147000
56,1943000
270,4254000
127,1500000
156,3917000
181,3506000
197,6094000
118,1607000
119,1800000
198,4000000
218,3894000
288,5781000
336,11362000
168,2816000
279,5722000
197,6170000
528,19329000
199,2417000
33,462000
175,3299000
226,4612000
86,595000
84,2617000
136,751000
173,5052000
107,2644000
112,2541000
547,13996000
147,3021000
246,5719000
206,3569000
118,1202000
171,1452000
300,7567000
163,1229000
47,926000
308,9756000
242,5440000
193,1053000
46,1890000
181,4005000
224,4925000
146,1241000
362,10149000
290,7615000
144,2581000
83,870000
283,6917000
125,3669000
159,3097000
104,1565000
116,970000
228,2233000
148,1822000
134,3225000
193,3945000
172,4524000
228,5682000
175,4534000
128,1495000
113,3722000
208,6708000
121,3704000
192,2661000
95,1190000
91,2764000
91,1684000
101,2190000
177,2356000
454,13126000
101,1128000
245,8116000
285,6114000
242,5207000
89,1711000
321,11353000
382,11063000
201,2460000
89,775000
186,1239000
79,757000
204,3396000
217,5911000
44,928000
275,7137000
256,1831000
344,9144000
256,4584000
125,1524000
56,1658000
160,3423000
260,6799000
162,1273000
124,2667000
114,1153000
192,2642000
202,6884000
124,804000
316,6215000
189,5929000
215,2441000
105,1476000
511,14900000
191,5193000
518,19843000
201,3251000
378,8513000
66,376000
216,5666000
69,1201000
173,1733000
357,7233000
230,5361000
76,460000
186,3999000
186,1587000
190,4266000
204,5203000
205,1412000
256,5897000
209,6544000
166,3158000
136,3254000
482,16155000
220,6064000
297,8209000
57,1465000
285,8569000
112,918000
564,16645000
141,1206000
123,730000
72,1457000
158,890000
145,5395000
178,5476000
102,1953000
215,6187000
142,1274000
198,4925000
83,1929000
149,1300000
355,8143000
129,1012000
77,1071000
68,802000
325,9533000
37,857000
320,10104000
304,5174000
145,4741000
88,1953000
227,4191000
81,1638000
153,2101000
149,1133000
217,6504000
164,3443000
105,2338000
153,3173000
211,3316000
248,4685000
210,8507000
135,630000
232,2556000
358,7550000
109,2889000
183,3251000
349,8019000
70,583000
126,713000
367,14220000
80,1534000
188,3989000
125,1726000
143,3603000
75,595000
314,8366000
121,2088000
222,5411000
85,745000
160,3128000
193,4983000
310,11804000
150,1538000
463,12514000
187,5956000
111,2415000
157,1375000
153,4776000
275,7932000
313,9183000
304,10525000
113,1712000
87,709000
77,1686000
163,1861000
229,3459000
184,2475000
61,1340000
201,3422000
89,1346000
98,421000
279,5218000
321,6126000
362,9439000
325,8204000
160,3735000
65,1631000
217,2205000
251,6071000
142,3360000
161,4025000
175,2687000
387,9350000
171,4785000
166,1648000
148,4246000
134,894000
118,1807000
206,3734000
178,1239000
146,1515000
92,602000
181,2271000
233,5474000
411,13473000
219,7410000
113,2118000
251,5100000
210,5770000
194,1807000
162,1791000
143,1125000
333,8194000
183,4322000
260,4255000
437,17920000
173,3169000
295,9505000
198,5714000
97,685000
61,1135000
37,714000
37,752000
42,1297000
97,1199000
199,5176000
72,576000
126,1127000
204,6060000
140,4177000
133,2024000
56,673000
282,6690000
392,6698000
226,4960000
162,2123000
172,2922000
205,4930000
220,6661000
153,1050000
388,13164000
323,10260000
238,6218000
202,6297000
145,4375000
110,2147000
189,4171000
369,9417000
272,3418000
170,3877000
319,12709000
202,1704000
115,2565000
177,2200000
208,4686000
138,3071000
116,578000
196,4472000
204,5852000
88,624000
161,3097000
147,3492000
80,1688000
129,2398000
151,3569000
142,2475000
168,1462000
407,10651000
125,1496000
358,7516000
367,9588000
216,4112000
263,2733000
200,3633000
309,7853000
93,638000
106,604000
229,4378000
459,10286000
540,13121000
372,11307000
101,745000
229,4293000
265,10126000
186,3393000
121,3186000
241,6120000
102,779000
219,4771000
196,1392000
194,2215000
221,4464000
49,1166000
200,6624000
315,11005000
323,6713000
234,4505000
47,337000
142,2711000
126,1668000
356,6482000
198,3970000
98,695000
259,5845000
225,6722000
154,2781000
546,12844000
229,2822000
57,1650000
275,10077000
160,4590000
341,11867000
163,3677000
344,12056000
291,7600000
253,11432000
232,3042000
271,4912000
237,6322000
37,849000
308,8092000
252,6631000
131,857000
190,4062000
99,877000
168,2450000
218,4216000
219,4571000
324,7704000
126,1295000
183,3729000
289,7481000
100,1092000
172,4192000
119,1147000
169,5562000
33,273000
415,10695000
223,3788000
235,4644000
342,14129000
101,1843000
88,380000
304,8169000
179,1987000
196,3715000
310,9656000
303,7359000
205,6381000
157,2971000
97,1345000
192,2533000
181,1809000
139,1553000
330,7827000
142,4115000
158,4348000
288,7703000
109,2080000
150,3267000
102,2482000
109,711000
180,4591000
214,5057000
153,2632000
252,4652000
168,4166000
318,8081000
232,2644000
124,2249000
131,668000
95,738000
165,3785000
126,2468000
136,758000
284,6502000
116,1864000
177,2637000
125,580000
230,5330000
54,867000
40,221000
42,1017000
116,3221000
134,3272000
277,10713000
99,1349000
165,4396000
206,4741000
256,4147000
191,4642000
220,3381000
325,8351000
112,3294000
259,8465000
162,4669000
71,1457000
77,2677000
205,4841000
201,5697000
164,4951000
325,6919000
186,2785000
288,5993000
108,3844000
284,9953000
90,1156000
202,6350000
185,2960000
298,5767000
194,2845000
110,2125000
257,7723000
166,3895000
96,1507000
127,919000
72,935000
199,3811000
173,5703000
93,589000
178,5536000
183,5361000
55,346000
114,1885000
232,6780000
255,6728000
398,18375000
212,2990000
392,10814000
135,1081000
223,7152000
89,3144000
249,10508000
300,11622000
139,980000
355,8465000
163,3333000
192,2282000
33,303000
255,5269000
261,6561000
145,2351000
112,2525000
209,5715000
175,3142000
62,1326000
167,3178000
84,2069000
231,4357000
228,5186000
125,1575000
301,9420000
250,8202000
154,1978000
73,1198000
225,5199000
232,3214000
140,2610000
232,3984000
96,1125000
144,1915000
121,1452000
267,8463000
45,709000
64,954000
234,6022000
240,6711000
143,1974000
519,14928000
336,15700000
106,1677000
109,1801000
232,5233000
186,5661000
166,2134000
174,2530000
111,2745000
115,663000
262,6716000
234,4755000
250,4168000
173,4227000
116,1223000
246,7735000
265,7978000
147,2388000
76,593000
52,1181000
172,5280000
186,1941000
200,5387000
194,4452000
344,13402000
523,11490000
398,14359000
432,17453000
134,1851000
240,5741000
94,2539000
121,1321000
488,20523000
337,13850000
127,3581000
196,5752000
88,2957000
97,2699000
145,4341000
240,4844000
325,8150000
166,4811000
153,2088000
217,5380000
102,1056000
387,8591000
247,5598000
139,2086000
194,4271000
80,1749000
351,10201000
278,7591000
175,3262000
211,3879000
370,13666000
272,4853000
382,11320000
56,407000
287,7702000
37,988000
273,6029000
320,10756000
239,7253000
105,2841000
456,7269000
84,623000
117,2510000
135,2691000
230,4714000
150,3725000
301,7127000
229,6461000
113,1669000
244,5052000
148,2738000
558,13693000
154,847000
197,4888000
130,875000
149,3897000
203,8587000
170,4291000
52,1331000
144,3002000
101,1266000
229,3963000
167,3928000
257,7030000
173,1493000
75,993000
168,1154000
99,2559000
247,5489000
184,3742000
96,992000
42,1471000
139,2547000
143,1649000
324,8308000
96,853000
66,872000
120,1463000
216,3262000
215,2454000
116,1089000
118,3168000
372,7663000
57,402000
255,6715000
317,5883000
96,1337000
185,3431000
204,2124000
209,4094000
147,635000
228,5023000
107,768000
288,4231000
173,4216000
415,10531000
162,3057000
302,10804000
107,2654000
221,3182000
332,7628000
268,3702000
247,5821000
108,2108000
303,5989000
352,6977000
49,374000
94,1157000
166,3562000
303,7539000
254,5796000
325,8360000
245,5676000
118,3504000
441,15681000
88,1638000
226,4472000
156,1196000
46,1018000
123,1071000
92,693000
106,2513000
264,6638000
348,11395000
101,2054000
108,1906000
170,3042000
159,2741000
106,2449000
42,809000
100,3024000
38,473000
216,4112000
167,3414000
106,2499000
253,8805000
209,2980000
95,907000
144,3164000
372,9156000
75,1728000
218,2859000
78,947000
178,3932000
342,5886000
265,6064000
181,3885000
434,11296000
133,1005000
131,1179000
566,16263000
212,4168000
253,6102000
197,2514000
404,6732000
150,5181000
430,13980000
188,2889000
108,1924000
156,2883000
159,1696000
56,607000
121,2446000
161,1019000
135,2385000
353,16679000
261,6062000
161,2902000
102,1177000
405,8598000
162,2735000
325,8119000
133,5893000
137,1066000
195,3250000
135,4363000
123,996000
264,6216000
215,6796000
356,11693000
196,3214000
95,912000
170,4822000
229,4267000
181,3745000
171,1475000
154,2863000
220,4286000
167,3213000
114,2216000
125,2040000
256,5856000
140,1527000
186,1117000
101,1515000
209,5361000
175,3251000
100,1196000
122,2505000
122,1978000
204,1754000
80,720000
203,2050000
134,3903000
340,10573000
246,4044000
74,1379000
192,2420000
85,755000
86,876000
182,2007000
206,5538000
165,3524000
132,1594000
162,2098000
326,5095000
205,4037000
157,3236000
103,2303000
161,873000
124,2849000
377,12542000
213,6094000
169,1742000
103,838000
146,1972000
254,5983000
143,1690000
294,8599000
167,1485000
92,1168000
156,1712000
219,5572000
230,6012000
218,5025000
142,3427000
92,1062000
372,11463000
150,4652000
287,5621000
506,17882000
269,6495000
184,6448000
141,4223000
225,9669000
143,2655000
241,6006000
373,10088000
140,3394000
200,2804000
263,7048000
132,2712000
229,6224000
397,17059000
42,504000
154,2531000
151,1804000
286,8792000
112,792000
119,2444000
37,688000
33,433000
122,2879000
157,2865000
118,1262000
61,376000
143,4174000
64,485000
236,7034000
268,6992000
97,1275000
125,3293000
212,4762000
80,1259000
185,3511000
186,5198000
93,3121000
116,883000
321,8589000
267,5866000
418,13084000
33,278000
267,8065000
73,1356000
205,5144000
145,2817000
150,4073000
183,4327000
109,862000
157,3321000
302,6693000
33,267000
145,4880000
434,17146000
275,6418000
410,15310000
70,622000
134,1064000
113,2235000
78,614000
54,1309000
198,2243000
126,1149000
37,657000
372,9726000
185,4880000
266,5741000
289,7343000
621,16284000
271,8423000
223,2479000
264,6314000
119,2765000
46,1232000
74,1011000
196,6680000
37,730000
420,19297000
180,3168000
243,4384000
148,2494000
232,3098000
94,932000
132,792000
195,2366000
42,849000
53,512000
371,6478000
223,2672000
372,9215000
169,2965000
186,4054000
137,3019000
115,3004000
253,5335000
205,4223000
76,1164000
273,8464000
123,762000
220,3469000
111,2757000
168,4615000
123,985000
142,3117000
200,5201000
110,1279000
299,9443000
89,2418000
131,1021000
188,4194000
220,4483000
143,1910000
132,2052000
140,1861000
156,1698000
220,8570000
83,1211000
67,1148000
127,2183000
155,2043000
99,875000
124,2379000
240,8888000
251,10196000
81,1782000
309,12848000
328,6464000
225,6959000
110,1828000
203,4892000
46,748000
317,4598000
136,1838000
138,3919000
148,1180000
145,2070000
379,10175000
182,4623000
150,2141000
252,4752000
215,4357000
206,6244000
232,4146000
92,801000
61,1682000
185,1337000
408,9898000
292,9596000
176,4253000
190,2850000
131,3105000
161,3339000
243,2125000
99,881000
297,9845000
142,2071000
158,1804000
147,5057000
152,3635000
328,11298000
181,3237000
38,417000
159,4876000
150,2607000
147,3729000
106,3176000
121,3692000
121,2767000
142,5573000
131,3003000
261,7621000
68,525000
368,10197000
193,2504000
124,3589000
