area,rooms,age,price
148,5,67,1491000
93,3,74,2030000
206,7,7,5492000
105,3,57,1722000
79,4,19,1116000
367,11,54,11243000
170,6,3,2807000
297,9,103,7657000
86,2,124,971000
328,10,78,8220000
97,3,6,829000
80,4,17,1470000
311,9,111,4154000
224,6,108,4675000
185,6,56,4037000
202,7,75,5215000
328,12,83,6058000
226,8,71,5633000
133,3,58,2929000
117,3,80,1430000
264,10,32,4721000
158,4,64,3391000
328,11,103,6776000
241,8,80,5413000
166,6,19,3558000
310,11,4,5372000
164,6,69,2420000
237,7,101,3697000
92,2,41,2639000
221,8,85,5471000
215,7,45,4334000
197,7,82,4105000
412,12,51,8853000
203,8,3,2659000
53,1,112,296000
605,12,24,15344000
290,11,96,5441000
98,4,56,1198000
412,12,113,10281000
279,8,98,3758000
253,8,95,5079000
179,6,43,1424000
278,9,83,4741000
37,1,62,686000
254,9,89,5125000
199,6,69,5555000
239,8,37,6744000
93,4,39,837000
161,4,49,4086000
209,7,2,3170000
278,8,86,6854000
418,12,83,6901000
171,5,107,3162000
213,6,77,2356000
240,7,101,3950000
34,1,96,274000
366,12,33,10288000
97,2,31,1764000
308,11,24,7891000
284,9,29,5935000
372,12,109,12162000
240,8,104,5274000
137,4,112,1085000
288,11,44,4137000
151,5,25,5454000
155,4,19,2942000
217,8,57,4863000
91,3,105,953000
111,5,61,2037000
357,12,50,7249000
128,5,37,2151000
293,9,113,4661000
120,4,64,2420000
323,11,27,7491000
140,6,80,2972000
116,4,115,2111000
282,9,56,5927000
311,11,111,8309000
377,12,113,8857000
110,4,108,1725000
294,10,107,7637000
437,12,11,9795000
122,3,71,2131000
42,2,104,1085000
204,6,120,3708000
146,5,17,1755000
184,7,2,2221000
425,12,5,13904000
122,3,34,1790000
172,6,41,6034000
88,3,27,1016000
159,5,91,2273000
116,4,13,1412000
141,5,122,1570000
191,7,117,5072000
42,1,48,633000
193,5,16,4035000
178,7,108,2160000
69,2,24,855000
46,1,75,979000
179,5,2,4422000
80,3,67,1244000
178,7,86,2823000
173,5,56,2228000
162,6,71,5735000
152,6,94,1337000
205,8,63,3920000
278,8,50,3849000
246,8,16,3949000
390,12,89,10350000
187,7,81,1320000
95,3,68,1588000
106,4,96,461000
274,8,68,6937000
238,8,95,2789000
299,11,11,7728000
679,12,21,16343000
174,6,83,1952000
249,7,99,2852000
191,5,122,3083000
292,11,20,6125000
71,2,80,487000
170,6,1,2294000
68,1,61,1297000
171,7,33,2523000
209,6,27,3242000
323,12,123,6260000
200,8,58,4767000
169,6,102,3208000
165,7,14,3527000
211,8,124,1605000
192,7,60,3193000
73,2,17,809000
55,2,64,365000
133,5,61,3870000
179,5,79,2534000
279,8,93,4461000
256,9,38,5632000
165,6,78,2331000
181,6,95,3611000
269,10,45,7269000
237,9,120,2133000
64,1,77,652000
139,5,61,6221000
203,8,26,5034000
279,9,102,5075000
93,3,100,1924000
54,2,12,407000
674,12,117,11673000
171,7,40,2966000
118,5,15,2285000
159,5,106,2725000
234,8,82,5143000
244,7,100,7287000
89,2,16,1539000
325,11,90,8689000
363,11,86,7297000
222,8,114,5478000
276,8,4,6366000
421,12,82,6548000
80,2,82,480000
172,6,120,1018000
272,9,8,3845000
205,6,87,4844000
309,9,66,8916000
270,8,26,6799000
87,4,120,1004000
159,5,116,1368000
178,7,119,3703000
127,5,76,1015000
277,8,124,6798000
191,7,117,2634000
128,3,36,2665000
127,4,111,2146000
196,6,48,5278000
62,1,94,579000
269,10,51,5151000
173,6,61,3587000
98,3,40,1106000
109,3,100,614000
362,12,29,10415000
381,12,111,9933000
90,2,29,2047000
150,6,101,2728000
91,4,110,985000
164,4,70,4293000
197,8,32,5695000
305,11,124,3990000
82,4,101,422000
267,8,25,6182000
182,6,70,4276000
69,1,88,1032000
111,3,124,636000
285,9,98,6009000
485,12,116,13409000
220,6,37,3219000
107,3,124,1765000
147,4,118,3837000
185,6,42,1245000
162,4,16,4742000
193,5,33,1731000
78,3,115,853000
169,6,30,5760000
99,4,59,781000
95,3,62,2130000
65,3,60,1624000
185,5,105,2049000
102,2,124,507000
84,2,83,453000
159,5,113,647000
150,5,42,950000
71,3,64,645000
217,6,51,3833000
320,11,40,6489000
108,4,29,1195000
456,12,68,10842000
162,6,85,2878000
133,4,99,2868000
171,5,46,3521000
177,6,34,3370000
197,7,105,2736000
182,7,124,3338000
244,7,82,2321000
147,6,89,808000
126,3,123,1114000
39,1,35,398000
222,6,122,3502000
167,6,8,2646000
173,6,53,6517000
38,1,121,159000
184,6,107,2569000
56,3,84,627000
193,6,105,3124000
478,12,9,8850000
142,6,54,3000000
135,3,44,3775000
67,2,38,425000
483,12,97,12713000
267,9,14,8382000
250,8,74,4883000
136,5,6,2141000
103,2,89,1940000
142,5,64,2233000
435,12,118,10132000
156,6,86,774000
318,10,29,7770000
249,8,51,2112000
159,5,51,1136000
40,2,115,340000
270,8,49,8455000
325,11,77,8017000
122,4,59,1983000
134,3,26,1172000
93,4,39,2995000
220,6,7,4855000
423,12,16,8162000
230,7,15,4458000
175,5,40,2469000
109,4,90,475000
45,1,98,631000
396,12,64,10403000
399,12,111,10261000
87,4,28,1659000
86,2,14,1199000
114,3,10,799000
245,7,72,3432000
95,3,15,1188000
203,6,90,3080000
75,3,75,998000
321,12,23,8382000
457,12,21,12798000
60,3,122,1031000
186,6,89,3410000
384,12,67,12337000
125,5,63,1158000
201,6,78,5676000
207,7,26,3831000
46,3,55,1280000
210,8,15,3379000
128,4,92,1290000
140,6,69,3592000
162,6,82,2385000
321,10,50,6513000
174,5,64,4951000
131,4,110,1674000
253,9,109,6204000
368,12,4,9627000
404,12,54,9261000
204,8,79,1422000
102,3,12,492000
107,3,25,639000
215,6,119,1158000
363,12,47,9431000
151,4,82,3049000
93,4,37,1491000
203,7,86,5445000
186,5,7,3433000
110,5,73,1088000
215,7,73,3200000
158,4,93,3563000
417,12,23,14548000
130,4,20,1125000
372,11,107,6503000
295,11,92,7276000
147,5,41,4235000
322,12,6,5850000
135,4,77,2045000
138,5,39,803000
133,5,88,1772000
138,4,89,2267000
105,4,17,1272000
327,10,9,10865000
200,7,7,3229000
360,12,116,9475000
122,4,116,998000
249,8,18,6363000
152,5,71,1305000
136,4,24,3440000
91,3,102,1593000
202,6,86,3534000
493,12,121,7947000
569,12,50,16782000
211,7,39,7118000
117,5,112,661000
73,3,60,1615000
157,4,59,2114000
385,12,37,9512000
241,9,66,4461000
137,6,11,1021000
122,3,21,857000
145,4,64,1900000
141,5,71,1968000
261,9,93,4956000
225,7,102,3736000
103,3,29,826000
274,9,88,2803000
138,6,3,2400000
102,4,48,673000
388,12,70,7757000
86,4,48,1544000
173,7,69,982000
229,8,80,4203000
218,8,33,4589000
114,3,11,2029000
112,4,105,3268000
118,3,117,943000
177,7,62,3209000
149,6,53,2211000
250,8,33,5598000
149,4,106,2241000
434,12,119,7132000
61,1,18,1449000
84,4,84,435000
547,12,118,9565000
46,1,54,1020000
86,3,27,1468000
136,4,8,3346000
116,3,89,1310000
146,6,116,1240000
151,4,80,3159000
168,6,24,3072000
401,12,85,11094000
46,1,103,1008000
71,2,39,888000
201,7,114,889000
202,6,21,2018000
283,9,103,7961000
159,4,108,2321000
290,10,58,4758000
165,6,106,2471000
46,1,105,1099000
494,12,62,7836000
182,5,64,1257000
124,3,120,1879000
255,9,97,6138000
193,5,62,5070000
124,3,8,956000
212,8,85,8041000
151,6,124,1140000
128,5,41,1735000
295,10,60,7397000
291,11,103,4521000
407,12,91,7680000
63,2,75,904000
191,5,107,2216000
87,2,85,797000
199,6,19,1955000
91,3,86,1055000
349,12,42,9427000
200,8,93,1765000
171,6,18,4205000
89,2,33,880000
85,3,79,1005000
108,5,63,3314000
285,10,98,4169000
200,6,113,5469000
162,6,98,2387000
78,2,102,397000
120,3,95,2349000
349,12,82,7415000
390,12,27,7835000
108,5,77,1880000
85,4,39,631000
333,11,9,8786000
165,5,114,2483000
151,4,34,2435000
394,12,38,5823000
594,12,91,14815000
182,5,38,2303000
167,5,1,3716000
287,9,100,4761000
175,7,61,1811000
105,3,4,1259000
216,8,20,5008000
93,2,48,2697000
106,3,124,1189000
166,7,51,4174000
166,5,84,3138000
117,4,120,1476000
134,4,38,2098000
134,3,115,1327000
123,5,98,3444000
156,4,82,2890000
170,6,26,3553000
182,6,47,1504000
421,12,78,9745000
171,5,88,3357000
218,6,14,7507000
198,6,66,4389000
176,5,6,3507000
164,6,27,3267000
246,7,95,3708000
185,5,30,2119000
102,3,124,483000
84,2,69,860000
130,5,109,3440000
42,1,104,744000
203,7,39,1647000
257,10,79,3998000
82,2,95,338000
120,3,23,2457000
171,7,87,3457000
166,6,60,4135000
97,2,21,2497000
64,2,99,1604000
148,5,77,3267000
277,10,73,2869000
359,12,110,8798000
190,7,109,3096000
122,4,15,917000
162,4,58,3123000
185,6,107,3481000
180,7,110,1661000
143,5,58,2090000
147,5,86,1187000
372,12,94,8731000
195,5,91,2743000
420,12,48,9094000
221,7,79,5495000
108,4,47,1500000
382,12,28,10257000
227,8,102,3902000
144,4,12,2782000
183,6,36,2138000
87,4,114,782000
603,12,76,17643000
147,4,40,1007000
284,10,106,5636000
300,10,101,1640000
164,6,77,2774000
177,5,98,4120000
254,8,30,7197000
167,6,15,4877000
121,5,79,1201000
241,7,27,5252000
144,5,7,4541000
249,9,73,6123000
309,10,104,7201000
141,6,45,1679000
169,7,67,3081000
134,3,22,1702000
188,5,51,3765000
246,7,70,3112000
324,10,51,7483000
189,6,76,3101000
164,5,76,1828000
93,2,73,812000
125,3,4,2386000
241,9,95,4049000
162,6,24,1721000
126,5,73,910000
221,7,51,4496000
143,4,78,1116000
190,6,117,1133000
310,9,119,4055000
149,5,94,942000
178,5,43,4697000
252,8,87,6049000
139,5,2,1213000
303,9,41,8408000
119,3,45,963000
118,3,21,1154000
150,6,55,1356000
170,6,42,5056000
743,12,120,10003000
399,12,32,8149000
137,6,78,1866000
273,9,103,7380000
55,2,92,321000
194,7,63,2402000
317,12,71,7440000
250,8,65,6482000
329,10,72,8134000
187,5,102,4602000
199,7,86,3459000
146,5,99,2738000
317,12,35,6800000
260,10,4,5878000
270,8,21,5693000
100,3,90,420000
346,11,11,5958000
135,4,103,3874000
274,8,85,7791000
110,5,101,768000
197,8,58,2646000
148,5,9,3201000
167,7,41,6879000
232,8,80,2356000
345,12,47,7945000
140,4,37,3882000
196,6,108,1867000
57,1,48,475000
206,6,2,2884000
52,1,58,297000
161,5,32,1222000
241,9,1,5442000
165,7,41,1245000
126,4,7,4073000
128,4,105,2419000
266,9,95,4766000
156,6,66,712000
286,11,62,5435000
209,6,55,4622000
321,12,10,8762000
579,12,94,12133000
42,1,114,640000
111,3,106,794000
290,11,69,5563000
329,11,63,9600000
103,2,42,996000
127,5,16,3833000
116,4,57,1044000
206,7,16,3949000
78,2,26,526000
214,7,88,4554000
158,5,35,1302000
188,5,88,3782000
218,8,64,4004000
59,1,38,570000
187,6,50,4084000
353,11,38,7207000
160,6,13,1348000
176,6,38,1306000
186,7,4,4902000
125,3,21,3322000
113,3,63,2295000
218,6,83,3689000
101,3,74,972000
118,4,26,719000
113,3,57,1895000
388,12,14,4179000
244,9,58,4406000
171,5,40,4062000
152,6,105,2593000
373,11,13,13345000
204,8,29,3094000
211,6,45,5443000
190,5,83,2975000
248,9,22,4930000
159,6,106,2890000
90,4,59,343000
164,5,23,4275000
37,1,32,829000
334,12,80,7850000
353,12,86,9632000
132,3,36,1804000
220,6,37,6203000
233,8,59,5115000
207,7,59,5428000
166,6,56,3280000
178,5,117,3806000
172,7,28,3466000
158,6,23,1237000
106,5,39,1594000
141,5,60,1296000
98,3,81,2055000
245,9,71,6433000
470,12,117,9495000
149,6,54,2176000
213,6,17,4383000
143,5,67,3295000
431,12,68,10315000
291,9,115,4972000
136,4,63,2787000
324,10,96,7157000
156,6,24,2993000
421,12,32,14282000
299,9,3,10287000
178,6,103,1456000
140,6,76,813000
121,5,73,758000
187,7,82,2255000
423,12,12,8727000
174,5,15,1393000
345,11,102,5527000
133,5,65,2440000
216,7,22,6648000
220,6,93,2567000
175,5,27,5828000
42,1,97,869000
264,10,18,5829000
73,3,110,1131000
33,1,4,294000
98,3,37,923000
339,10,118,6942000
85,3,103,672000
209,6,103,3528000
103,4,103,411000
110,3,32,2664000
349,11,117,11792000
94,4,81,844000
236,9,63,5269000
124,4,1,1935000
227,8,1,7613000
283,8,66,4482000
102,3,1,552000
109,3,86,1114000
252,8,17,5898000
242,7,53,6266000
95,2,92,466000
150,5,90,2491000
134,5,100,1137000
188,5,68,5002000
143,4,29,793000
153,5,98,1419000
186,7,124,1119000
244,8,1,5210000
60,2,47,456000
154,5,95,1407000
85,4,72,1371000
109,4,54,2021000
185,7,11,4405000
290,9,16,10494000
293,11,12,6288000
112,5,18,820000
315,10,73,10312000
110,5,106,1664000
96,3,90,1476000
181,6,89,3058000
288,11,80,7477000
129,3,64,2102000
237,8,93,6900000
295,10,108,6864000
396,12,86,11919000
219,7,112,3330000
70,3,59,1087000
94,3,16,1702000
330,11,51,7840000
235,7,90,6513000
140,4,114,2318000
233,8,42,8944000
201,7,119,4076000
202,6,56,3113000
37,1,51,411000
183,5,98,4598000
220,6,89,1582000
222,8,103,2687000
270,8,89,5259000
48,2,111,296000
262,8,123,7357000
33,2,31,330000
46,2,61,348000
247,8,114,2660000
137,6,95,2780000
72,3,116,650000
256,8,103,4117000
191,6,32,2499000
250,8,119,4616000
266,10,124,4610000
181,5,21,3852000
235,8,111,7525000
124,5,110,623000
118,5,63,2685000
145,5,102,1648000
136,6,22,6060000
180,5,106,1814000
171,5,46,3011000
361,12,72,5655000
97,3,122,1633000
393,12,23,8858000
279,10,85,3470000
176,5,104,2675000
141,5,111,2469000
139,6,23,671000
139,4,65,976000
196,8,57,3855000
222,8,17,6072000
204,7,13,1310000
132,3,64,1694000
125,4,3,938000
340,11,96,4857000
138,4,61,2577000
75,3,92,927000
372,12,66,7155000
105,5,22,1003000
166,7,105,958000
424,12,116,6768000
172,7,3,1038000
261,10,64,4133000
48,3,39,1016000
166,6,52,2993000
117,5,24,596000
232,8,93,3032000
169,6,68,4088000
145,5,2,1572000
281,8,93,10075000
62,3,58,1504000
272,9,42,7541000
135,3,56,2294000
102,4,26,539000
201,6,14,2245000
170,6,17,4871000
113,3,46,1872000
152,6,97,1404000
62,3,63,543000
331,10,59,8408000
123,4,123,1618000
215,7,26,5727000
200,8,54,2015000
110,3,119,1002000
665,12,37,12621000
201,6,107,3521000
152,4,88,2726000
408,12,18,7140000
92,4,102,1360000
96,3,49,878000
365,11,66,6479000
106,4,73,607000
272,8,52,6186000
260,9,74,6746000
94,2,9,1162000
262,9,79,5636000
182,7,34,2156000
129,5,93,1733000
267,9,47,6218000
165,5,38,2085000
735,12,10,19029000
162,6,40,3713000
99,4,52,627000
158,4,107,2752000
135,4,61,4261000
157,5,54,2771000
249,9,47,6910000
119,4,58,2171000
117,3,110,3023000
112,3,76,935000
248,7,35,7307000
149,6,118,3027000
104,3,46,1533000
348,11,77,8074000
185,7,70,3803000
116,3,92,677000
287,10,121,5777000
400,12,42,12130000
136,4,112,1822000
83,3,42,804000
201,6,49,2289000
214,6,52,2848000
265,10,31,7056000
147,4,69,3073000
161,6,2,3193000
150,6,58,1104000
91,3,72,2036000
235,7,122,2540000
616,12,115,16619000
231,8,32,5231000
564,12,123,12071000
125,3,20,2372000
143,5,25,1258000
149,6,12,1152000
259,9,5,3051000
141,5,46,993000
199,8,2,2744000
154,5,68,1500000
323,10,35,9045000
223,8,116,3658000
243,7,33,5843000
413,12,50,11715000
452,12,41,13750000
342,11,118,6186000
128,3,82,1361000
123,3,20,1646000
61,3,94,232000
108,5,72,739000
133,5,53,2177000
180,5,78,2035000
447,12,81,15353000
129,5,42,3064000
220,6,91,4872000
97,2,24,1136000
175,6,31,5592000
120,5,76,3438000
413,12,120,9744000
112,4,108,840000
167,6,105,1915000
118,5,10,1752000
297,11,115,6436000
170,7,37,4511000
120,4,109,2955000
189,6,121,5140000
200,7,23,4818000
72,1,99,327000
165,5,119,2630000
249,8,114,4576000
280,8,118,6766000
252,9,68,5407000
354,12,57,7237000
109,4,4,1088000
180,7,97,1483000
134,4,41,1142000
104,4,52,939000
418,12,64,11980000
258,10,121,4706000
259,8,90,6845000
128,4,70,771000
92,3,69,796000
42,2,95,944000
142,5,95,1077000
224,8,21,4043000
295,9,83,5726000
446,12,63,10312000
138,6,54,2766000
242,7,59,9369000
284,8,121,3528000
202,6,22,5333000
135,4,32,2328000
152,5,73,1242000
291,11,64,6179000
413,12,36,13574000
262,9,13,8241000
132,3,61,2014000
325,11,73,3919000
74,2,84,716000
235,9,58,7970000
99,2,96,1247000
185,6,100,1904000
113,4,123,1943000
104,3,60,1832000
202,8,54,4910000
56,3,109,1063000
59,1,67,372000
184,6,15,6070000
166,7,43,1235000
160,5,94,1900000
223,7,31,4544000
168,5,49,2317000
122,4,85,959000
160,5,110,3425000
52,1,60,382000
83,4,67,588000
33,1,117,257000
166,5,42,2561000
241,7,4,4440000
247,7,22,5628000
101,3,30,666000
177,6,116,908000
90,4,93,534000
153,5,78,1754000
204,8,41,4073000
132,5,96,875000
156,6,120,2190000
191,7,75,3403000
272,9,77,2762000
128,4,109,2416000
149,5,89,1447000
190,7,38,3765000
266,10,74,5339000
209,8,40,2972000
449,12,69,10995000
65,3,28,376000
118,5,14,3844000
171,6,66,1442000
110,3,35,818000
42,1,59,1032000
93,3,43,1993000
177,6,51,3798000
117,5,70,2004000
274,10,96,4621000
267,10,27,4766000
144,6,37,2258000
143,5,110,1328000
259,8,85,7866000
173,5,87,2658000
286,10,121,8680000
139,6,70,2429000
63,1,88,592000
306,10,6,9554000
113,3,120,1570000
176,5,91,2593000
165,7,61,1154000
342,10,37,6597000
221,8,16,6348000
156,5,17,3234000
280,10,107,5106000
100,3,69,370000
164,4,34,1425000
137,4,24,1288000
358,12,115,7890000
250,9,72,6826000
73,3,23,1178000
179,6,115,1883000
65,2,25,921000
324,12,44,8388000
130,4,9,629000
118,5,91,721000
372,11,110,7205000
325,12,72,6267000
187,6,103,5814000
154,4,109,4012000
284,10,124,7838000
85,2,30,2251000
208,7,57,2211000
201,8,65,2065000
391,12,65,14235000
162,4,5,3479000
281,9,107,4629000
292,10,28,4978000
488,12,71,8917000
113,5,92,1128000
171,6,10,4037000
157,4,119,3252000
350,12,22,9813000
142,4,23,4367000
61,3,109,449000
256,10,110,7281000
144,4,101,628000
369,11,32,8516000
124,3,36,3424000
161,5,25,3478000
160,6,120,1861000
46,3,87,1053000
122,5,97,1011000
268,8,90,7162000
474,12,82,7014000
250,8,3,8076000
143,4,66,1448000
186,6,7,2248000
260,10,124,5783000
43,2,78,714000
255,9,97,5679000
296,10,45,7262000
164,4,100,5716000
225,9,79,5130000
81,2,44,972000
199,8,45,5402000
130,5,7,2222000
66,1,69,1142000
271,9,86,5009000
190,6,82,2727000
94,4,53,1702000
221,8,90,4282000
135,4,29,1482000
116,4,85,1713000
432,12,12,18779000
156,4,31,2684000
279,8,27,6339000
114,3,27,1081000
196,8,69,4374000
306,9,10,10575000
175,6,116,1617000
135,5,9,1486000
160,5,95,2086000
219,8,65,1611000
238,8,41,4889000
54,1,4,370000
90,2,46,2088000
149,6,39,1148000
158,6,22,3166000
180,5,85,3271000
33,1,11,194000
158,4,20,3671000
202,8,107,4645000
474,12,108,9878000
195,6,43,3310000
194,5,105,3095000
179,5,37,6454000
65,3,7,1232000
240,8,109,5363000
250,8,44,6995000
498,12,124,9249000
410,12,24,7523000
114,3,42,2154000
387,12,69,11032000
170,6,110,2590000
234,8,78,3582000
163,6,16,1635000
118,3,106,1818000
304,11,95,7368000
144,6,26,2584000
174,5,10,4146000
194,7,27,4040000
379,12,45,5849000
163,6,106,567000
311,9,73,8112000
179,5,27,1759000
90,4,34,2112000
278,9,97,3812000
164,6,69,2580000
319,12,123,6872000
109,3,32,1136000
346,12,124,6292000
204,7,8,4646000
165,7,40,4813000
308,10,4,5537000
259,10,111,4183000
85,3,68,547000
182,7,26,6321000
40,1,35,459000
269,9,11,8683000
420,12,101,14906000
113,3,28,893000
155,6,97,1665000
234,8,48,4216000
178,7,73,3108000
141,4,17,1305000
163,5,92,3965000
55,2,23,309000
170,7,100,4050000
195,5,124,3745000
79,3,42,452000
111,3,91,693000
191,5,124,3799000
127,5,2,682000
74,3,96,2022000
173,6,77,2207000
123,3,89,991000
134,5,120,1039000
175,6,16,1686000
257,9,60,5329000
92,3,73,2087000
163,4,63,1416000
378,12,50,11942000
201,7,107,3476000
211,8,19,7326000
37,1,45,771000
379,12,86,8888000
56,3,35,1483000
202,6,86,4454000
250,7,68,4733000
166,7,11,4311000
200,7,40,1487000
92,3,104,826000
279,9,61,4819000
201,7,26,2998000
102,4,49,1997000
120,5,15,4661000
221,8,95,4024000
206,8,97,6158000
151,4,55,2624000
62,1,119,350000
342,10,92,9301000
154,6,107,2391000
102,4,79,1815000
465,12,45,11329000
84,4,67,463000
341,10,113,6211000
191,7,110,1326000
174,6,28,1193000
89,4,47,934000
265,8,103,3164000
197,8,95,4998000
218,7,123,3708000
139,5,66,2620000
159,6,31,3013000
110,4,7,2652000
245,9,79,4893000
185,6,25,3197000
37,1,57,296000
135,4,123,1979000
262,8,77,5135000
137,4,13,2832000
413,12,121,11581000
157,6,93,1265000
115,3,41,2841000
69,1,80,408000
127,3,48,1241000
196,7,4,2163000
118,4,46,783000
156,5,33,3714000
150,5,26,2487000
217,8,76,2205000
244,8,45,5919000
296,10,46,6231000
75,1,122,1189000
445,12,65,10935000
209,7,25,5008000
168,6,89,3417000
241,7,74,2429000
538,12,82,10529000
112,3,106,1296000
380,12,96,13098000
235,9,110,2665000
182,6,111,1202000
234,8,4,4306000
84,2,69,2706000
283,10,28,5338000
73,2,69,1008000
156,6,48,3072000
190,7,55,4170000
81,3,88,370000
140,4,120,2541000
80,4,88,599000
321,10,39,8847000
152,5,116,1569000
229,9,124,3050000
107,4,88,1846000
442,12,31,13053000
395,12,124,11138000
236,9,45,5731000
352,12,114,5784000
187,6,115,2456000
91,4,110,529000
89,4,54,512000
203,7,60,4682000
316,10,47,8449000
81,2,69,605000
60,2,18,794000
185,5,33,1832000
241,9,24,3761000
71,1,28,805000
121,3,83,1752000
84,3,12,2660000
251,7,87,6455000
149,4,45,2395000
163,5,118,1533000
80,2,2,848000
306,11,82,7961000
311,11,104,7624000
134,5,53,2348000
193,6,35,5460000
166,5,20,4177000
216,6,29,2665000
125,4,75,1193000
206,7,106,2870000
122,5,35,3106000
396,12,63,9910000
395,12,38,9271000
200,8,74,1602000
399,12,115,7688000
149,5,18,1515000
417,12,124,12692000
144,6,90,3065000
192,5,16,5782000
217,7,54,1982000
450,12,61,9656000
184,7,21,5610000
233,7,97,4429000
522,12,32,21169000
258,10,64,3041000
225,8,3,6804000
111,5,31,2393000
196,6,18,5031000
248,8,77,3259000
220,8,90,5521000
163,5,1,2060000
102,4,113,1133000
146,6,62,2988000
297,10,22,9094000
124,5,103,1489000
421,12,107,11347000
226,8,118,3866000
240,8,106,4770000
193,5,20,1554000
131,5,22,4141000
127,4,7,1428000
427,12,37,13159000
120,4,33,664000
184,5,55,1945000
172,5,36,3883000
185,6,52,3331000
228,7,103,3278000
155,6,6,5259000
143,6,61,2676000
215,6,22,5908000
208,6,15,6915000
122,4,97,2199000
97,2,87,854000
392,12,42,13801000
130,3,73,2143000
45,1,37,587000
380,12,31,15314000
237,9,50,6494000
108,4,101,798000
64,1,26,1171000
264,9,74,6435000
181,6,74,4341000
138,6,96,1132000
418,12,96,8629000
203,6,54,8923000
108,4,51,1207000
145,4,71,3140000
104,2,54,518000
173,5,94,2167000
240,7,76,4127000
214,8,59,5082000
276,9,114,6971000
142,5,48,925000
174,6,77,1521000
209,6,92,1707000
443,12,113,7282000
42,1,46,752000
67,2,9,621000
120,5,99,562000
157,6,56,1999000
391,12,82,7198000
372,12,122,6728000
225,9,78,4677000
258,8,124,3776000
186,5,45,1699000
195,6,18,4111000
159,5,41,3035000
445,12,25,14193000
125,3,73,2286000
48,3,26,1059000
151,6,115,2265000
72,1,12,1336000
121,5,6,1360000
260,8,101,2486000
164,5,30,1851000
144,5,49,3205000
110,3,73,545000
121,5,82,2370000
469,12,46,8293000
162,4,58,1813000
42,1,110,279000
312,10,17,8397000
96,4,26,1840000
122,5,95,1505000
188,5,95,3092000
352,11,72,7347000
192,7,59,4419000
101,3,26,771000
104,2,77,1222000
117,4,97,2153000
161,4,42,2912000
353,12,24,10077000
286,11,84,4206000
147,4,49,3742000
133,4,74,1797000
229,9,11,3450000
229,8,4,5772000
247,9,15,7088000
228,9,83,5915000
87,2,39,1252000
186,5,96,1655000
213,6,1,7217000
321,12,40,7592000
418,12,8,10253000
133,4,32,1598000
177,5,12,2628000
273,8,30,6318000
269,10,20,7821000
107,4,115,1585000
87,2,86,1160000
132,5,6,2652000
203,6,64,2101000
181,5,81,1689000
147,5,109,4345000
402,12,9,10212000
247,8,76,3866000
258,8,46,6031000
457,12,15,12477000
105,5,111,1385000
173,5,20,1614000
53,2,15,1004000
123,3,24,2481000
37,1,67,794000
130,5,9,4481000
200,6,80,4857000
121,5,55,3217000
55,3,118,509000
147,5,11,1624000
255,7,43,4316000
86,4,19,1807000
263,10,82,5846000
65,2,88,2109000
125,4,111,2274000
388,12,37,13053000
64,3,42,255000
218,7,59,4997000
116,3,3,2176000
181,6,64,3293000
94,2,19,2964000
45,2,28,284000
164,4,89,1292000
175,7,31,3940000
285,10,14,6568000
549,12,67,7718000
127,3,118,2183000
619,12,63,14798000
161,6,54,2388000
185,7,14,3621000
199,8,67,6163000
165,6,21,1333000
210,8,116,3512000
86,3,42,1144000
129,3,88,2961000
140,6,72,752000
207,8,53,7161000
218,7,3,4564000
183,7,26,3433000
208,8,101,3947000
84,3,64,3046000
445,12,58,13591000
120,4,122,1312000
95,3,28,682000
179,5,43,3893000
67,3,80,1308000
173,5,88,950000
265,8,97,6667000
154,4,40,680000
641,12,88,16251000
108,3,119,1070000
325,12,27,7456000
253,8,53,3606000
304,9,101,4418000
73,3,92,1340000
402,12,13,13915000
121,4,58,1009000
158,5,66,2649000
324,11,30,12528000
43,1,46,521000
294,11,74,9162000
201,7,113,3335000
199,8,27,5406000
281,10,74,8187000
60,2,43,956000
108,5,36,3201000
93,3,48,687000
117,3,42,657000
334,10,35,7783000
131,5,51,857000
162,5,32,1055000
274,10,10,6030000
182,5,98,3574000
144,5,26,3743000
277,10,26,4741000
141,5,59,2153000
185,7,70,3504000
288,9,54,6176000
232,9,54,4317000
235,9,100,7531000
343,12,92,9644000
222,6,36,4273000
102,3,66,505000
621,12,98,12288000
154,4,30,2350000
136,4,25,1003000
163,5,50,4020000
511,12,76,17137000
182,6,41,2999000
80,3,22,1996000
63,1,73,689000
76,4,35,1262000
78,4,106,2088000
169,7,49,1558000
86,3,46,762000
134,3,101,755000
265,8,70,5506000
209,8,65,6076000
228,9,3,2342000
248,9,68,6993000
230,8,89,4232000
156,5,35,3012000
158,4,92,3946000
74,2,70,539000
125,5,79,2736000
239,7,103,4673000
319,11,95,7192000
114,3,14,1137000
210,8,42,4739000
281,9,93,5156000
157,5,17,2920000
73,3,19,918000
158,6,14,5232000
278,8,51,6194000
132,3,77,1176000
365,12,14,13124000
168,7,16,1221000
184,5,48,3350000
239,8,13,6264000
256,9,70,4616000
178,6,24,3344000
171,7,83,1264000
104,3,120,2372000
441,12,66,12012000
234,7,47,5063000
225,9,53,5035000
68,2,47,1104000
122,5,20,1432000
140,5,107,696000
226,8,81,4108000
212,7,99,3125000
308,9,36,7969000
54,3,59,618000
242,8,99,4439000
180,7,24,3229000
204,8,7,1257000
163,4,78,4408000
